t01_smooth_or_features_a01_smooth_count,t01_smooth_or_features_a01_smooth_weight,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a01_smooth_weighted_fraction,t01_smooth_or_features_a01_smooth_debiased,t01_smooth_or_features_a02_features_or_disk_count,t01_smooth_or_features_a02_features_or_disk_weight,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a02_features_or_disk_weighted_fraction,t01_smooth_or_features_a02_features_or_disk_debiased,target
32,32,0.821,0.821,0.80730706,6,6,0.154,0.154,0.38354135,0
43,43,0.935,0.955,0.955,2,2,0.043,0.044,0.044,0
30,30,0.769,0.794,0.8083546,6,5.212,0.154,0.138,0.17760605,0
36,36,0.857,0.857,0.8331365,4,4,0.095,0.095,0.15489888,0
37,36.628,0.881,0.88,0.84820575,1,1,0.024,0.024,0.03980593,0
37,37,0.881,0.902,0.88629144,3,3,0.071,0.073,0.1231032,0
36,36,0.923,0.923,0.8553935,2,2,0.051,0.051,0.050557494,0
30,30,0.833,0.833,0.833,5,5,0.139,0.139,0.139,0
33,33,0.917,0.917,0.82999116,3,3,0.083,0.083,0.16949369,0
35,35,0.875,0.899,0.8457695,2,2,0.05,0.051,0.117656045,0
38,37.463,0.927,0.949,0.8656333,3,2.031,0.073,0.051,0.086269505,0
34,34,0.944,0.944,0.9167832,2,2,0.056,0.056,0.10649085,0
46,46,0.939,0.939,0.8805303,3,3,0.061,0.061,0.15907116,0
48,48,0.828,0.841,0.841,6,6,0.103,0.105,0.105,0
32,32,0.889,0.889,0.8829935,0,0,0,0,0,0
39,39,0.975,0.975,0.97210103,1,1,0.025,0.025,0.04463814,0
39,39,0.907,0.907,0.84249246,2,2,0.047,0.047,0.046553053,0
39,39,0.886,0.898,0.8000858,4,3.421,0.091,0.079,0.17657465,0
41,41,0.872,0.908,0.908,3,3,0.064,0.066,0.066,0
38,38,0.905,0.905,0.905,4,4,0.095,0.095,0.095,0
40,39.306,0.87,0.887,0.8143586,3,3,0.065,0.068,0.11699502,0
41,41,0.976,0.976,0.93722874,1,1,0.024,0.024,0.024257451,0
44,44,0.917,0.917,0.80507004,2,2,0.042,0.042,0.09794162,0
37,37,0.822,0.841,0.841,7,7,0.156,0.159,0.159,0
44,43.099,0.898,0.896,0.83851844,4,4,0.082,0.083,0.2669709,0
29,29,0.853,0.902,0.8407812,3,3,0.088,0.093,0.2996459,0
38,37.024,0.864,0.879,0.879,4,4,0.091,0.095,0.095,0
48,48,0.923,0.923,0.9145993,4,4,0.077,0.077,0.13195716,0
35,35,0.921,0.921,0.81928355,2,2,0.053,0.053,0.052025504,0
36,36,0.923,0.923,0.91477764,2,2,0.051,0.051,0.12978633,0
35,35,0.897,0.897,0.897,1,1,0.026,0.026,0.026,0
43,43,0.896,0.896,0.8736459,4,4,0.083,0.083,0.12972358,0
34,33.573,0.895,0.894,0.8575274,4,4,0.105,0.106,0.2128995,0
40,40,0.889,0.889,0.8797544,5,5,0.111,0.111,0.111,0
43,43,0.796,0.808,0.8426151,10,10,0.185,0.188,0.2665289,0
39,38.383,0.907,0.906,0.906,4,4,0.093,0.094,0.094,0
29,29,0.806,0.866,0.8492082,2,2,0.056,0.06,0.06557547,0
44,43.277,0.898,0.896,0.8923967,4,4,0.082,0.083,0.083,0
41,40.6,0.932,0.931,0.931,3,3,0.068,0.069,0.069,0
38,38,0.864,0.883,0.883,4,4,0.091,0.093,0.093,0
40,39.123,0.93,0.929,0.8734619,3,3,0.07,0.071,0.12239075,0
37,37,0.881,0.881,0.8477746,4,4,0.095,0.095,0.16116728,0
34,34,0.944,0.944,0.83669436,2,2,0.056,0.056,0.054506786,0
41,41,0.911,0.925,0.9011233,3,3,0.067,0.068,0.068,0
38,37.854,0.864,0.867,0.867,4,4,0.091,0.092,0.092,0
33,33,0.917,0.937,0.81335706,2,1.231,0.056,0.035,0.10616135,0
35,35,0.897,0.897,0.81315273,4,4,0.103,0.103,0.49700665,0
43,42.449,0.935,0.934,0.934,1,1,0.022,0.022,0.022,0
40,40,0.889,0.889,0.8916888,5,5,0.111,0.111,0.111,0
39,39,0.867,0.867,0.8239573,5,5,0.111,0.111,0.30373877,0
34,34,0.829,0.873,0.80554575,3,3,0.073,0.077,0.14145309,0
39,38.508,0.848,0.86,0.8751021,3,3,0.065,0.067,0.067,0
35,34.707,0.814,0.813,0.813,7,7,0.163,0.164,0.164,0
37,36.06,0.86,0.878,0.81729025,4,4,0.093,0.097,0.17485596,0
36,35.035,0.857,0.854,0.854,6,6,0.143,0.146,0.146,0
34,34,0.81,0.81,0.81,5,5,0.119,0.119,0.119,0
47,47,0.887,0.887,0.887,5,5,0.094,0.094,0.094,0
41,41,0.932,0.938,0.90367204,1,1,0.023,0.023,0.0499709,0
35,35,0.814,0.853,0.853,6,6,0.14,0.146,0.146,0
37,37,0.86,0.86,0.8365403,4,4,0.093,0.093,0.15197329,0
41,41,0.932,0.951,0.93178225,2,2,0.045,0.046,0.046,0
23,23,0.885,0.885,0.885,2,2,0.077,0.077,0.077,0
38,38,0.884,0.884,0.80755043,2,2,0.047,0.047,0.09159048,0
34,34,0.81,0.852,0.84163845,5,5,0.119,0.125,0.22508363,0
41,41,0.891,0.921,0.837441,5,3.494,0.109,0.079,0.162062,0
41,41,0.932,0.932,0.8342989,2,2,0.045,0.045,0.112018436,0
36,36,0.9,0.908,0.8114464,2,2,0.05,0.05,0.04933726,0
42,41.783,0.84,0.839,0.839,8,8,0.16,0.161,0.161,0
35,35,0.854,0.854,0.81905097,4,4,0.098,0.098,0.16251215,0
34,34,0.85,0.85,0.80306226,6,6,0.15,0.15,0.15,0
42,42,0.933,0.933,0.8233559,2,2,0.044,0.044,0.10542195,0
37,37,0.902,0.902,0.80504745,3,3,0.073,0.073,0.11954358,0
36,36,0.8,0.8,0.8,9,9,0.2,0.2,0.2,0
43,43,0.935,0.935,0.9287775,1,1,0.022,0.022,0.03534544,0
34,34,0.895,0.895,0.8194226,3,3,0.079,0.079,0.17836323,0
38,38,0.905,0.905,0.85258514,4,4,0.095,0.095,0.095,0
30,30,0.857,0.87,0.83748734,3,3,0.086,0.087,0.25935304,0
33,33,0.917,0.942,0.93932253,2,2,0.056,0.057,0.07803418,0
49,49,0.907,0.922,0.922,4,4,0.074,0.075,0.075,0
38,38,0.905,0.919,0.919,3,3,0.071,0.073,0.073,0
41,41,0.932,0.932,0.8285568,2,2,0.045,0.045,0.0710018,0
41,41,1,1,1,0,0,0,0,0,0
40,40,0.889,0.889,0.87475497,1,1,0.022,0.022,0.022,0
36,36,0.973,0.973,0.95315003,1,1,0.027,0.027,0.10487565,0
41,41,0.911,0.911,0.911,2,2,0.044,0.044,0.044,0
38,38,0.884,0.904,0.8310826,4,4,0.093,0.095,0.19342741,0
36,36,0.837,0.837,0.82706004,7,7,0.163,0.163,0.28764898,0
32,32,0.865,0.867,0.8184126,3,3,0.081,0.081,0.081081085,0
40,40,0.851,0.868,0.868,3,3,0.064,0.065,0.065,0
39,39,1,1,1,0,0,0,0,0,0
42,42,0.933,0.933,0.8079729,2,2,0.044,0.044,0.084870666,0
27,27,0.931,0.931,0.8550071,2,2,0.069,0.069,0.111781195,0
31,29.166,0.861,0.867,0.8167865,2,2,0.056,0.059,0.18459922,0
40,40,0.87,0.881,0.8578494,3,3,0.065,0.066,0.10954829,0
35,35,0.814,0.814,0.8029876,8,8,0.186,0.186,0.32148194,0
38,38,0.95,0.95,0.92655474,1,1,0.025,0.025,0.042271383,0
41,41,0.911,0.93,0.8756687,1,1,0.022,0.023,0.07579012,0
35,35,0.897,0.92,0.8657285,2,2,0.051,0.053,0.30181068,0
34,34,0.895,0.919,0.852887,3,3,0.079,0.081,0.18105602,0
26,26,0.839,0.849,0.849,2,2,0.065,0.065,0.065,0
40,40,0.889,0.889,0.889,4,4,0.089,0.089,0.089,0
37,37,0.881,0.881,0.881,2,2,0.048,0.048,0.048,0
41,41,0.932,0.932,0.8463424,3,3,0.068,0.068,0.07962848,0
37,37,0.881,0.902,0.814708,3,3,0.071,0.073,0.08501554,0
38,38,0.844,0.863,0.863,5,5,0.111,0.114,0.114,0
42,42,0.913,0.913,0.88671494,4,4,0.087,0.087,0.15543619,0
39,38.268,0.929,0.939,0.91175646,1,1,0.024,0.025,0.024975024,0
39,39,0.907,0.919,0.84533006,1,1,0.023,0.024,0.038083207,0
43,43,0.878,0.91,0.90524685,4,4,0.082,0.085,0.11426148,0
35,35,0.875,0.897,0.8902391,4,4,0.1,0.103,0.19230793,0
42,41.772,0.955,0.976,0.92301273,1,1,0.023,0.023,0.037001263,0
40,40,0.889,0.889,0.8895316,1,1,0.022,0.022,0.022,0
41,41,0.932,0.932,0.91263384,2,2,0.045,0.045,0.14142807,0
40,40,0.889,0.906,0.86747026,3,3,0.067,0.068,0.07907337,0
37,36.343,0.86,0.858,0.858,5,5,0.116,0.118,0.118,0
39,39,0.951,0.951,0.81067616,2,2,0.049,0.049,0.096047446,0
33,33,0.846,0.846,0.846,3,3,0.077,0.077,0.077,0
46,46,0.902,0.92,0.8338999,2,2,0.039,0.04,0.053115435,0
41,41,0.911,0.931,0.8630046,2,2,0.044,0.045,0.075210586,0
35,35,0.833,0.833,0.833,4,4,0.095,0.095,0.095,0
27,26.176,0.794,0.813,0.813,4,4,0.118,0.124,0.124,0
37,37,0.902,0.902,0.87286055,3,3,0.073,0.073,0.21578649,0
37,37,0.902,0.902,0.88747793,3,3,0.073,0.073,0.12331115,0
41,40.056,0.872,0.907,0.8136692,3,3,0.064,0.068,0.11157967,0
35,35,0.833,0.833,0.833,5,5,0.119,0.119,0.119,0
40,40,0.909,0.909,0.84938174,4,4,0.091,0.091,0.2971042,0
45,45,0.918,0.918,0.9108477,3,3,0.061,0.061,0.094986744,0
45,45,0.9,0.914,0.86414987,3,2.223,0.06,0.045,0.25833023,0
44,44,0.846,0.846,0.81322086,6,6,0.115,0.115,0.11511511,0
36,36,0.9,0.9,0.83362085,2,2,0.05,0.05,0.11501359,0
31,30.591,0.816,0.847,0.8370481,6,5.182,0.158,0.143,0.2553831,0
38,38,0.809,0.809,0.809,7,7,0.149,0.149,0.149,0
37,37,0.949,0.949,0.89157015,2,2,0.051,0.051,0.108076975,0
41,41,0.953,0.953,0.8915798,2,2,0.047,0.047,0.07941325,0
40,40,0.93,0.93,0.93,2,2,0.047,0.047,0.047,0
36,36,0.923,0.951,0.9241664,1,1,0.026,0.026,0.026026027,0
38,38,0.884,0.915,0.8594965,2,2,0.047,0.048,0.08436667,0
39,39,0.951,0.954,0.94746697,1,1,0.024,0.024,0.052921884,0
45,44.442,0.938,0.974,0.92116135,2,1.155,0.042,0.025,0.024320059,0
36,35.5,0.857,0.855,0.80149186,2,2,0.048,0.048,0.13882291,0
41,41,0.854,0.854,0.854,3,3,0.062,0.062,0.062,0
37,37,0.86,0.86,0.8073346,5,5,0.116,0.116,0.18427594,0
40,39.485,0.8,0.814,0.814,5,5,0.1,0.103,0.103,0
40,40,0.833,0.848,0.848,3,3,0.062,0.064,0.064,0
35,35,0.946,0.946,0.92477065,2,2,0.054,0.054,0.104986034,0
43,43,0.915,0.915,0.8279179,2,2,0.043,0.043,0.042957045,0
36,36,0.857,0.857,0.83122593,3,3,0.071,0.071,0.1184056,0
38,38,0.927,0.927,0.838085,2,2,0.049,0.049,0.05227305,0
29,29,0.829,0.873,0.873,2,2,0.057,0.06,0.06,0
41,41,0.953,0.953,0.92540836,2,2,0.047,0.047,0.093514614,0
38,38,0.809,0.819,0.819,7,6.421,0.149,0.138,0.138,0
35,35,0.897,0.897,0.8096993,3,3,0.077,0.077,0.12673745,0
43,42.945,0.977,1,1,0,0,0,0,0,0
44,44,0.936,0.936,0.93768895,1,1,0.021,0.021,0.021,0
49,49,0.942,0.942,0.8198625,3,3,0.058,0.058,0.15125209,0
39,39,0.848,0.885,0.885,4,4,0.087,0.091,0.091,0
37,37,0.902,0.921,0.8076802,2,2,0.049,0.05,0.07855213,0
34,34,0.919,0.935,0.8266302,2,1.36,0.054,0.037,0.07137267,0
38,38,0.884,0.884,0.80191964,3,3,0.07,0.07,0.08116065,0
33,33,0.846,0.846,0.85594845,2,2,0.051,0.051,0.051,0
35,35,0.897,0.897,0.8902391,4,4,0.103,0.103,0.19230793,0
40,40,0.909,0.909,0.8299648,3,3,0.068,0.068,0.112727664,0
38,38,0.974,1,1,0,0,0,0,0,0
32,32,0.914,0.914,0.84825206,1,1,0.029,0.029,0.09351634,0
47,47,0.922,0.922,0.8254503,2,2,0.039,0.039,0.06155307,0
38,38,0.905,0.921,0.8506413,3,3,0.071,0.073,0.2140495,0
42,40.451,0.894,0.89,0.8531483,1,1,0.021,0.022,0.021815883,0
37,37,0.902,0.936,0.9080472,1,1,0.024,0.025,0.025,0
41,41,0.953,0.953,0.89065707,2,2,0.047,0.047,0.046579063,0
37,37,0.925,0.925,0.8331387,2,2,0.05,0.05,0.15724644,0
36,34.18,0.837,0.83,0.83,5,5,0.116,0.121,0.121,0
34,34,0.895,0.916,0.8802091,3,3,0.079,0.081,0.2497026,0
33,33,0.846,0.846,0.8293625,4,4,0.103,0.103,0.103,0
44,44,0.88,0.88,0.88,4,4,0.08,0.08,0.08,0
48,48,0.857,0.857,0.857,5,5,0.089,0.089,0.089,0
39,39,0.907,0.926,0.86677575,2,2,0.047,0.047,0.054976806,0
42,41.099,0.857,0.854,0.854,5,5,0.102,0.104,0.104,0
43,43,0.896,0.896,0.81517136,5,5,0.104,0.104,0.104,0
40,39.121,0.952,0.951,0.9440295,1,1,0.024,0.024,0.029081374,0
39,39,0.907,0.907,0.907,4,4,0.093,0.093,0.093,0
35,34.117,0.897,0.913,0.8710028,2,2,0.051,0.053,0.17988601,0
38,38,0.884,0.884,0.81127816,1,1,0.023,0.023,0.03748762,0
42,41.068,0.977,0.976,0.95992374,0,0,0,0,0,0
34,34,0.895,0.943,0.87056994,1,1,0.026,0.028,0.0466164,0
37,37,0.902,0.919,0.919,3,3,0.073,0.074,0.074,0
48,48,0.906,0.906,0.906,4,4,0.075,0.075,0.075,0
36,35.014,0.878,0.896,0.86441785,4,4,0.098,0.102,0.17961816,0
29,29,0.967,0.967,0.9826447,1,1,0.033,0.033,0.033,0
38,38,0.884,0.884,0.8034848,4,4,0.093,0.093,0.15871459,0
38,38,0.905,0.905,0.81693155,2,2,0.048,0.048,0.11245234,0
31,31,0.838,0.885,0.86756915,4,4,0.108,0.114,0.26524007,0
47,47,0.904,0.904,0.8624376,5,5,0.096,0.096,0.28716138,0
38,38,0.884,0.903,0.90474504,3,3,0.07,0.071,0.071,0
42,42,0.894,0.93,0.8473479,3,3,0.064,0.066,0.109919764,0
47,47,0.825,0.825,0.8103029,10,10,0.175,0.175,0.4226667,0
43,43,0.935,0.935,0.8538949,2,2,0.043,0.043,0.13772488,0
32,32,0.865,0.865,0.84398746,3,3,0.081,0.081,0.12470397,0
37,36.268,0.881,0.879,0.813891,4,4,0.095,0.097,0.30020773,0
26,26,0.897,0.933,0.933,1,1,0.034,0.036,0.036,0
44,44,0.957,0.957,0.9082015,1,1,0.022,0.022,0.021526292,0
44,44,0.863,0.874,0.874,3,3,0.059,0.06,0.06,0
39,38.255,0.951,0.95,0.8851319,2,2,0.049,0.05,0.08429917,0
32,32,0.889,0.889,0.889,3,3,0.083,0.083,0.083,0
45,45,0.849,0.849,0.8204367,6,6,0.113,0.113,0.17193063,0
34,34,0.791,0.791,0.8062961,8,8,0.186,0.186,0.32276577,0
33,32.158,0.846,0.843,0.807988,5,5,0.128,0.131,0.35372427,0
38,38,0.927,0.927,0.90656155,3,3,0.073,0.073,0.11603346,0
36,36,0.837,0.892,0.90302336,4,4,0.093,0.099,0.37588948,0
38,38,0.95,0.95,0.95,2,2,0.05,0.05,0.05,0
42,42,0.84,0.856,0.856,4,4,0.08,0.081,0.081,0
34,34,0.872,0.872,0.872,5,5,0.128,0.128,0.128,0
37,37,0.902,0.902,0.902,3,3,0.073,0.073,0.073,0
38,38,0.884,0.884,0.8761055,4,4,0.093,0.093,0.14167976,0
38,38,0.95,0.95,0.95,2,2,0.05,0.05,0.05,0
38,38,0.792,0.803,0.803,8,8,0.167,0.169,0.169,0
34,33.332,0.872,0.87,0.87,5,5,0.128,0.13,0.13,0
43,43,0.796,0.817,0.817,2,2,0.037,0.038,0.038,0
40,40,0.889,0.889,0.889,3,3,0.067,0.067,0.067,0
42,42,0.955,0.955,0.89254004,1,1,0.023,0.023,0.03674749,0
40,40,0.833,0.848,0.848,7,7,0.146,0.148,0.148,0
38,38,0.884,0.902,0.8998112,0,0,0,0,0,0
31,31,0.738,0.747,0.81810486,10,10,0.238,0.241,0.241,0
36,35.591,0.973,0.973,0.92207134,1,1,0.027,0.027,0.09134303,0
41,41,0.891,0.927,0.8380282,3,2.135,0.065,0.048,0.15164712,0
35,35,0.833,0.853,0.853,6,6,0.143,0.146,0.146,0
44,44,0.898,0.915,0.86698556,3,3,0.061,0.062,0.118676454,0
34,34,0.81,0.868,0.868,2,2,0.048,0.051,0.051,0
36,36,0.9,0.923,0.9185646,2,2,0.05,0.051,0.051,0
35,35,0.814,0.814,0.8016288,7,7,0.163,0.163,0.163,0
41,41,0.872,0.872,0.872,3,3,0.064,0.064,0.064,0
40,39.343,0.87,0.886,0.8476574,2,2,0.043,0.045,0.1277715,0
31,31,0.861,0.883,0.832568,4,4,0.111,0.114,0.20538056,0
39,39,0.886,0.886,0.8895905,3,3,0.068,0.068,0.12988627,0
36,36,0.923,0.923,0.8712547,3,3,0.077,0.077,0.26048216,0
41,40.112,0.837,0.834,0.8332621,7,7,0.143,0.145,0.36453056,0
26,25.205,0.867,0.863,0.8448417,2,2,0.067,0.068,0.20580986,0
35,33.207,0.921,0.917,0.8665824,1,1,0.026,0.028,0.029848807,0
49,48.083,0.875,0.873,0.8584947,5,5,0.089,0.091,0.13773575,0
41,41,0.953,0.953,0.9507121,0,0,0,0,0,0
33,32.6,0.917,0.916,0.83532137,2,2,0.056,0.056,0.071861364,0
39,39,0.83,0.83,0.8376727,6,6,0.128,0.128,0.23040235,0
40,40,0.93,0.952,0.9361196,1,1,0.023,0.024,0.09626041,0
38,38,0.826,0.844,0.8040919,6,6,0.13,0.133,0.2586141,0
43,43,0.915,0.915,0.8326191,2,2,0.043,0.043,0.25996155,0
42,42,0.933,0.933,0.933,2,2,0.044,0.044,0.044,0
39,38.035,0.886,0.884,0.82229,4,4,0.091,0.093,0.17266707,0
33,33,0.917,0.917,0.8473742,3,3,0.083,0.083,0.20141235,0
37,37,0.86,0.86,0.8006947,5,5,0.116,0.116,0.116116114,0
34,34,0.895,0.895,0.87153274,2,2,0.053,0.053,0.08045672,0
35,35,0.875,0.875,0.8052339,3,3,0.075,0.075,0.075,0
44,44,0.957,0.957,0.957,2,2,0.043,0.043,0.043,0
38,38,0.905,0.905,0.8538196,3,3,0.071,0.071,0.23411675,0
31,31,0.939,0.967,0.967,2,1.045,0.061,0.033,0.033,0
33,33,0.868,0.884,0.8146602,3,2.343,0.079,0.063,0.061313022,0
38,38,0.927,0.943,0.92092216,1,1,0.024,0.025,0.05138702,0
39,39,0.929,0.929,0.8136605,2,2,0.048,0.048,0.1243864,0
35,35,0.854,0.857,0.857,5,4.854,0.122,0.119,0.119,0
40,40,0.889,0.928,0.87057745,2,2,0.044,0.046,0.053889878,0
37,36.383,0.902,0.901,0.84665424,4,4,0.098,0.099,0.3197992,0
38,38,0.927,0.927,0.927,2,2,0.049,0.049,0.049,0
50,49.081,0.806,0.83,0.83,7,7,0.113,0.118,0.118,0
37,37,0.86,0.899,0.8726265,2,2,0.047,0.049,0.07520185,0
40,40,0.93,0.93,0.84844744,2,2,0.047,0.047,0.11673995,0
34,34,0.829,0.849,0.870667,6,6,0.146,0.15,0.15,0
39,39,0.907,0.907,0.907,1,1,0.023,0.023,0.023,0
40,40,0.952,0.952,0.82935524,2,2,0.048,0.048,0.085599475,0
44,44,0.936,0.936,0.93160385,3,3,0.064,0.064,0.124173485,0
36,36,0.837,0.875,0.8779096,5,5,0.116,0.122,0.122,0
33,33,0.846,0.846,0.8351959,5,5,0.128,0.128,0.22939368,0
37,36.435,0.822,0.834,0.8698482,7,7,0.156,0.16,0.16,0
36,36,0.9,0.9,0.9,4,4,0.1,0.1,0.1,0
37,37,0.949,0.949,0.82997006,2,2,0.051,0.051,0.12470515,0
34,33.905,0.971,0.971,0.93480474,1,1,0.029,0.029,0.028179314,0
32,32,0.914,0.914,0.88576704,1,1,0.029,0.029,0.08578358,0
41,41,0.911,0.929,0.803782,4,3.135,0.089,0.071,0.0757535,0
38,38,0.884,0.905,0.905,3,3,0.07,0.071,0.071,0
55,55,0.965,0.965,0.91567826,2,2,0.035,0.035,0.0920758,0
42,41.515,0.808,0.806,0.8140815,10,10,0.192,0.194,0.28249958,0
40,40,0.93,0.95,0.9031526,1,1,0.023,0.024,0.027606444,0
36,35.396,0.837,0.835,0.8421101,7,7,0.163,0.165,0.24427977,0
37,37,0.881,0.899,0.8824056,3,3,0.071,0.073,0.12282283,0
42,42,0.894,0.894,0.83662754,4,4,0.085,0.085,0.15935823,0
38,38,0.905,0.919,0.8385883,1,1,0.024,0.024,0.05858371,0
42,42,0.933,0.933,0.8820635,2,2,0.044,0.044,0.042843904,0
40,40,0.889,0.889,0.80986875,4,4,0.089,0.089,0.17251104,0
44,43.383,0.898,0.915,0.83482534,4,4,0.082,0.084,0.08408408,0
43,43,0.878,0.878,0.878,4,4,0.082,0.082,0.082,0
34,34,0.919,0.919,0.919,2,2,0.054,0.054,0.054,0
48,48,0.842,0.873,0.8111006,3,3,0.053,0.055,0.07217741,0
35,34.155,0.875,0.884,0.8070492,2,1.477,0.05,0.038,0.03793686,0
39,39,0.848,0.866,0.8557218,5,5,0.109,0.111,0.14241408,0
34,34,0.919,0.941,0.8812898,3,2.115,0.081,0.059,0.18724574,0
35,35,0.854,0.854,0.854,5,5,0.122,0.122,0.122,0
44,44,0.898,0.955,0.861404,2,2,0.041,0.043,0.06831173,0
53,53,0.93,0.93,0.86161345,4,4,0.07,0.07,0.16316874,0
35,35,0.854,0.914,0.8260844,2,2,0.049,0.052,0.13513829,0
37,37,0.881,0.881,0.8199071,4,4,0.095,0.095,0.3860031,0
40,40,0.87,0.87,0.8356138,2,2,0.043,0.043,0.09017688,0
39,39,0.886,0.914,0.8829725,3,3,0.068,0.07,0.21795979,0
27,26.054,0.794,0.848,0.848,3,3,0.088,0.098,0.098,0
38,38,0.809,0.809,0.809,3,3,0.064,0.064,0.064,0
36,36,0.818,0.82,0.82,6,5.892,0.136,0.134,0.134,0
40,40,0.909,0.909,0.80056953,4,4,0.091,0.091,0.10611383,0
33,33,0.943,0.943,0.93311584,1,1,0.029,0.029,0.09774128,0
40,40,0.952,0.959,0.878157,2,1.707,0.048,0.041,0.0870375,0
38,38,0.905,0.905,0.87920463,4,4,0.095,0.095,0.14891903,0
33,33,0.971,0.971,0.950792,1,1,0.029,0.029,0.07277212,0
32,32,0.821,0.821,0.821,7,7,0.179,0.179,0.179,0
28,28,0.848,0.873,0.873,4,3.056,0.121,0.095,0.095,0
45,44.035,0.833,0.83,0.8338509,9,9,0.167,0.17,0.17,0
39,39,0.929,0.951,0.89225876,2,2,0.048,0.049,0.09036281,0
32,31.772,0.865,0.864,0.8069694,4,4,0.108,0.109,0.327031,0
34,34,0.895,0.895,0.8745399,2,2,0.053,0.053,0.05294705,0
39,39,0.848,0.848,0.848,4,4,0.087,0.087,0.087,0
37,37,0.881,0.881,0.8116747,3,3,0.071,0.071,0.15951428,0
37,35.947,0.902,0.9,0.9,3,3,0.073,0.075,0.075,0
37,37,0.822,0.838,0.838,7,6.158,0.156,0.139,0.139,0
35,34.17,0.897,0.895,0.8054315,2,2,0.051,0.052,0.059365783,0
37,36.783,0.881,0.902,0.8677937,4,4,0.095,0.098,0.11663272,0
42,42,0.913,0.927,0.8785329,2,2,0.043,0.044,0.078002565,0
35,35,0.921,0.921,0.84238905,2,2,0.053,0.053,0.08784295,0
30,30,0.909,0.909,0.870101,2,2,0.061,0.061,0.1422981,0
41,40.591,0.837,0.851,0.851,5,5,0.102,0.105,0.105,0
49,49,0.907,0.907,0.907,3,3,0.056,0.056,0.056,0
36,36,0.923,0.939,0.86193496,3,2.321,0.077,0.061,0.10203453,0
37,37,0.841,0.865,0.80807596,4,4,0.091,0.094,0.16124025,0
34,33.383,0.773,0.804,0.85906419999999994,7,7,0.159,0.169,0.169,0
39,39,0.867,0.867,0.867,2,2,0.044,0.044,0.044,0
40,40,0.976,0.993,0.993,1,0.268,0.024,0.007,0.007,0
38,37.442,0.844,0.842,0.8300584,5,5,0.111,0.113,0.20282416,0
40,40,0.93,0.949,0.8865762,1,1,0.023,0.024,0.040194295,0
37,37,0.881,0.881,0.881,4,4,0.095,0.095,0.095,0
40,40,0.889,0.909,0.9029416,4,4,0.089,0.091,0.17189707,0
37,36.931,0.881,0.9,0.8967264,3,3,0.071,0.073,0.09610947,0
37,37,0.974,0.974,0.94610834,1,1,0.026,0.026,0.064678416,0
37,37,0.925,0.925,0.8067199,2,2,0.05,0.05,0.12912647,0
37,37,0.822,0.851,0.8167635,5,5,0.111,0.115,0.22748974,0
35,35,0.921,0.921,0.8746507,2,2,0.053,0.053,0.28862455,0
35,35,0.833,0.838,0.85674393,4,4,0.095,0.096,0.096,0
45,45,0.918,0.934,0.91645986,3,3,0.061,0.062,0.099041100000000007,0
43,43,0.956,0.956,0.9261976,1,1,0.022,0.022,0.03979902,0
37,37,0.86,0.88,0.88,1,1,0.023,0.024,0.024,0
47,47,0.922,0.922,0.88225174,2,2,0.039,0.039,0.039,0
38,38,0.905,0.925,0.91384935,1,1,0.024,0.024,0.042183302,0
40,40,0.909,0.93,0.93,1,1,0.023,0.023,0.023,0
44,43.079,0.936,0.935,0.91818845,2,2,0.043,0.043,0.07620257,0
38,38,0.95,0.95,0.8820596,2,2,0.05,0.05,0.047395557,0
41,41,0.932,0.932,0.89271605,3,3,0.068,0.068,0.068,0
41,41,0.932,0.932,0.932,0,0,0,0,0,0
45,45,0.938,0.938,0.8471002,2,2,0.042,0.042,0.055162646,0
37,37,0.881,0.922,0.84005225,2,2,0.048,0.05,0.050455417,0
40,40,0.8,0.8,0.8188619,10,10,0.2,0.2,0.34936428,0
36,34.099,0.973,0.972,0.897286,1,1,0.027,0.028,0.04767297,0
40,39.879,0.889,0.911,0.8265258,4,3.905,0.089,0.089,0.26415026,0
31,31,0.775,0.815,0.8039442,3,3,0.075,0.079,0.22822474,0
37,36.128,0.841,0.838,0.838,6,6,0.136,0.139,0.139,0
40,40,0.93,0.93,0.89553213,3,3,0.07,0.07,0.13189112,0
36,36,0.837,0.837,0.837,6,6,0.14,0.14,0.14,0
36,35.656,0.857,0.875,0.875,5,5,0.119,0.123,0.123,0
37,37,0.902,0.902,0.87286055,3,3,0.073,0.073,0.21578649,0
41,41,0.891,0.891,0.86198294,5,5,0.109,0.109,0.16937785,0
38,38,0.864,0.876,0.8610184,2,2,0.045,0.046,0.046,0
44,44,0.898,0.898,0.86783904,5,5,0.102,0.102,0.17991042,0
37,36.035,0.86,0.857,0.857,5,5,0.116,0.119,0.119,0
30,30,0.833,0.833,0.833,4,4,0.111,0.111,0.111,0
28,28,0.903,0.959,0.94383454,1,1,0.032,0.034,0.11698442,0
36,36,0.857,0.857,0.810495,6,6,0.143,0.143,0.27570602,0
40,39.75,0.909,0.909,0.909,4,4,0.091,0.091,0.091,0
37,37,0.949,0.949,0.8930501,2,2,0.051,0.051,0.051,0
39,38.255,0.951,0.95,0.92238885,0,0,0,0,0,0
37,37,0.86,0.88,0.8333835,5,5,0.116,0.119,0.32501736,0
38,38,0.927,0.95,0.90928465,2,2,0.049,0.05,0.087624356,0
